instance_id,segment_id,date,interval,uptime,heavy,car,bike,pedestrian,heavy_lft,heavy_rgt,car_lft,car_rgt,bike_lft,bike_rgt,pedestrian_lft,pedestrian_rgt,direction,car_speed_hist_0to70plus,car_speed_hist_0to120plus,timezone,v85
-1,9000004028,2022-07-30T07:00:00.000Z,hourly,0.7769444444,193.0639971398,176.3317840543,77.2255988559,6.4354665713,10.2967465141,182.7672506257,111.9771183411,64.3546657133,29.6031462281,47.6224526278,1.2870933143,5.1483732571,1,"[51.8248175182, 29.9270072993, 13.1386861314, 2.9197080292, 0.7299270073, 0.0, 0.0, 1.4598540146]","[35.0364963504, 16.7883211679, 15.3284671533, 14.598540146, 11.6788321168, 1.4598540146, 2.1897810219, 0.7299270073, 0.7299270073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7299270073, 0.7299270073, 0.0, 0.0]",Europe/Brussels,19.0
-1,9000004028,2022-07-30T08:00:00.000Z,hourly,0.6972222222,239.5219123506,235.219123506,150.5976095618,2.8685258964,2.8685258964,236.6533864542,167.8087649402,67.4103585657,45.8964143426,104.7011952191,2.8685258964,0.0,1,"[38.4146341463, 32.9268292683, 17.6829268293, 6.0975609756, 1.8292682927, 0.0, 0.0, 3.0487804878]","[25.6097560976, 12.8048780488, 17.0731707317, 15.8536585366, 10.3658536585, 7.3170731707, 4.2682926829, 1.8292682927, 1.8292682927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6097560976, 0.0, 0.0, 0.6097560976, 0.6097560976, 0.0, 0.0, 0.0, 1.2195121951, 0.0, 0.0]",Europe/Brussels,24.5
-1,9000004028,2022-07-30T09:00:00.000Z,hourly,0.7786111111,260.7206564395,348.0556546557,156.6892615055,33.3927934356,5.1373528362,255.5833036033,229.896539422,118.1591152337,56.5108811987,100.1783803068,10.2747056725,23.1180877631,1,"[22.1402214022, 31.3653136531, 31.3653136531, 8.8560885609, 1.8450184502, 1.4760147601, 1.8450184502, 1.1070110701]","[16.2361623616, 5.9040590406, 12.1771217712, 19.1881918819, 16.9741697417, 14.3911439114, 7.3800738007, 1.4760147601, 1.1070110701, 0.7380073801, 1.1070110701, 0.36900369, 0.7380073801, 1.1070110701, 0.0, 0.0, 0.0, 0.0, 0.36900369, 0.36900369, 0.0, 0.0, 0.0, 0.0, 0.36900369]",Europe/Brussels,27.5
-1,9000004028,2022-07-30T10:00:00.000Z,hourly,0.7794444444,282.2523164647,339.9857448325,168.068424804,39.77191732,11.5466856736,270.7056307912,230.9337134711,109.0520313614,65.4312188168,102.6372059872,12.8296507484,26.9422665716,1,"[28.679245283, 26.7924528302, 29.8113207547, 7.9245283019, 2.2641509434, 1.8867924528, 0.7547169811, 1.8867924528]","[15.0943396226, 13.5849056604, 12.0754716981, 14.7169811321, 15.0943396226, 14.7169811321, 5.2830188679, 2.641509434, 1.8867924528, 0.3773584906, 0.7547169811, 1.1320754717, 0.3773584906, 0.3773584906, 0.0, 0.0, 0.0, 0.7547169811, 0.0, 0.0, 0.0, 0.3773584906, 0.0, 0.3773584906, 0.3773584906]",Europe/Brussels,27.5
-1,9000004028,2022-07-30T11:00:00.000Z,hourly,0.6383333333,192.6892950392,449.6083550914,139.4255874674,42.2976501305,4.6997389034,187.9895561358,274.1514360313,175.4569190601,54.8302872063,84.5953002611,14.0992167102,28.1984334204,1,"[24.0418118467, 18.118466899, 26.8292682927, 14.6341463415, 4.8780487805, 2.0905923345, 3.4843205575, 5.9233449477]","[15.331010453, 8.7108013937, 5.2264808362, 12.8919860627, 14.2857142857, 12.543554007, 8.7108013937, 5.9233449477, 2.4390243902, 2.4390243902, 1.0452961672, 1.0452961672, 1.7421602787, 1.7421602787, 0.3484320557, 1.7421602787, 1.0452961672, 1.393728223, 0.3484320557, 0.0, 0.0, 0.3484320557, 0.0, 0.0, 0.6968641115]",Europe/Brussels,40.5
-1,9000004028,2022-07-30T12:00:00.000Z,hourly,0.7688888889,270.5202312139,421.387283237,172.9768786127,36.4161849711,15.6069364162,254.9132947977,275.7225433526,145.6647398844,71.5317919075,101.4450867052,10.4046242775,26.0115606936,1,"[30.5555555556, 22.5308641975, 27.1604938272, 7.4074074074, 4.012345679, 1.5432098765, 2.7777777778, 4.012345679]","[20.6790123457, 9.8765432099, 11.1111111111, 11.4197530864, 14.1975308642, 12.962962963, 5.5555555556, 1.8518518519, 2.7777777778, 1.2345679012, 0.6172839506, 0.9259259259, 0.9259259259, 1.8518518519, 0.3086419753, 0.9259259259, 0.0, 0.9259259259, 0.0, 0.6172839506, 0.6172839506, 0.0, 0.0, 0.0, 0.6172839506]",Europe/Brussels,32.0
-1,9000004028,2022-07-30T13:00:00.000Z,hourly,0.5758333333,218.8133140376,477.5687409551,177.1345875543,39.9421128799,6.9464544139,211.8668596237,361.2156295224,116.3531114327,76.4109985528,100.7235890014,19.1027496382,20.8393632417,1,"[31.2727272727, 22.1818181818, 28.7272727273, 8.7272727273, 3.2727272727, 2.1818181818, 1.8181818182, 1.8181818182]","[18.5454545455, 12.7272727273, 10.5454545455, 11.6363636364, 14.9090909091, 13.8181818182, 5.4545454545, 3.2727272727, 1.8181818182, 1.4545454545, 1.0909090909, 1.0909090909, 0.7272727273, 1.0909090909, 0.0, 0.3636363636, 0.3636363636, 1.0909090909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,30.0
-1,9000004028,2022-07-30T14:00:00.000Z,hourly,0.6619444444,193.3697020562,546.8736886278,175.2412924885,30.2140159463,12.0856063785,181.2840956777,416.9534200587,129.920268569,61.9387326899,113.3025597986,9.0642047839,21.1498111624,1,"[27.0718232044, 29.0055248619, 27.9005524862, 9.1160220994, 1.6574585635, 0.8287292818, 2.4861878453, 1.9337016575]","[16.0220994475, 11.0497237569, 13.8121546961, 15.1933701657, 15.7458563536, 12.1546961326, 6.9060773481, 2.2099447514, 1.3812154696, 0.2762430939, 0.8287292818, 0.0, 0.8287292818, 1.6574585635, 0.0, 0.2762430939, 0.5524861878, 0.0, 0.0, 0.2762430939, 0.0, 0.0, 0.5524861878, 0.0, 0.2762430939]",Europe/Brussels,28.0
-1,9000004028,2022-07-30T15:00:00.000Z,hourly,0.6936111111,230.6768121746,464.2370845014,197.5170204245,73.5282338807,4.3251902283,226.3516219463,377.7332799359,86.5038045655,76.4116940328,121.1053263917,34.6015218262,38.9267120545,1,"[38.198757764, 26.7080745342, 23.9130434783, 5.900621118, 3.1055900621, 0.9316770186, 1.2422360248, 0.0]","[26.0869565217, 12.1118012422, 12.1118012422, 14.5962732919, 14.5962732919, 9.3167701863, 4.6583850932, 1.2422360248, 1.8633540373, 1.2422360248, 0.6211180124, 0.3105590062, 0.9316770186, 0.3105590062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,25.5
-1,9000004028,2022-07-30T16:00:00.000Z,hourly,0.7075,179.5053003534,448.0565371025,189.3992932862,53.7102473498,1.4134275618,178.0918727915,332.1554770318,115.9010600707,57.9505300353,131.4487632509,35.3356890459,18.3745583039,1,"[32.1766561514, 25.2365930599, 26.1829652997, 9.4637223975, 1.5772870662, 0.6309148265, 1.8927444795, 2.8391167192]","[19.5583596215, 12.61829653, 12.9337539432, 12.3028391167, 16.7192429022, 9.4637223975, 5.6782334385, 3.785488959, 1.261829653, 0.3154574132, 0.6309148265, 0.0, 0.6309148265, 1.261829653, 0.9463722397, 0.0, 0.6309148265, 0.0, 0.3154574132, 0.0, 0.0, 0.3154574132, 0.0, 0.3154574132, 0.3154574132]",Europe/Brussels,28.5
-1,9000004028,2022-07-30T17:00:00.000Z,hourly,0.5741666667,203.7735849057,404.0638606676,165.4571843251,48.7663280116,6.9666182874,196.8069666183,315.2394775036,88.824383164,71.4078374456,94.0493468795,31.3497822932,17.4165457184,1,"[32.7586206897, 34.0517241379, 21.1206896552, 7.7586206897, 1.2931034483, 0.8620689655, 0.4310344828, 1.724137931]","[19.8275862069, 12.9310344828, 15.9482758621, 18.1034482759, 13.7931034483, 7.3275862069, 6.0344827586, 1.724137931, 0.4310344828, 0.8620689655, 0.4310344828, 0.4310344828, 0.4310344828, 0.0, 0.4310344828, 0.0, 0.4310344828, 0.8620689655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,25.5
-1,9000004028,2022-07-30T18:00:00.000Z,hourly,0.7719444444,218.9276718244,338.1072328176,151.565311263,51.8172004318,7.7725800648,211.1550917596,261.6768621806,76.4303706369,66.0669305506,85.4983807125,33.6811802807,18.1360201511,1,"[37.5478927203, 32.9501915709, 19.9233716475, 3.4482758621, 1.5325670498, 1.5325670498, 0.7662835249, 2.2988505747]","[24.5210727969, 13.0268199234, 13.0268199234, 19.9233716475, 13.4099616858, 6.5134099617, 1.5325670498, 1.9157088123, 0.7662835249, 0.7662835249, 1.1494252874, 0.3831417625, 0.7662835249, 0.0, 1.1494252874, 0.3831417625, 0.0, 0.0, 0.3831417625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3831417625]",Europe/Brussels,23.5
-1,9000004028,2022-07-30T19:00:00.000Z,hourly,0.4255555556,169.1906005222,347.7806788512,143.3420365535,44.6475195822,11.7493472585,157.4412532637,227.9373368146,119.8433420366,61.0966057441,82.2454308094,21.1488250653,23.498694517,1,"[38.5135135135, 20.9459459459, 23.6486486486, 10.8108108108, 1.3513513514, 1.3513513514, 0.0, 3.3783783784]","[22.2972972973, 16.2162162162, 12.1621621622, 8.7837837838, 14.1891891892, 9.4594594595, 7.4324324324, 3.3783783784, 0.6756756757, 0.6756756757, 0.6756756757, 0.6756756757, 0.0, 0.0, 0.6756756757, 1.3513513514, 0.0, 0.0, 1.3513513514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,29.0
-1,9000004028,2022-07-30T20:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-30T21:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-30T22:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-30T23:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T00:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T01:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T02:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T03:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T04:00:00.000Z,hourly,0.5825,5.1502145923,152.7896995708,22.3175965665,18.8841201717,0.0,5.1502145923,82.4034334764,70.3862660944,12.017167382,10.3004291845,12.017167382,6.8669527897,1,"[23.595505618, 14.606741573, 28.0898876404, 22.4719101124, 7.8651685393, 2.2471910112, 0.0, 1.1235955056]","[17.9775280899, 5.6179775281, 8.9887640449, 5.6179775281, 10.1123595506, 17.9775280899, 11.2359550562, 11.2359550562, 5.6179775281, 2.2471910112, 2.2471910112, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1235955056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,36.0
-1,9000004028,2022-07-31T05:00:00.000Z,hourly,0.7983333333,21.2943632568,150.3131524008,27.5574112735,18.7891440501,0.0,21.2943632568,67.6409185804,82.6722338205,13.7787056367,13.7787056367,13.7787056367,5.0104384134,1,"[9.1666666667, 13.3333333333, 31.6666666667, 27.5, 11.6666666667, 4.1666666667, 1.6666666667, 0.8333333333]","[5.8333333333, 3.3333333333, 6.6666666667, 6.6666666667, 10.0, 21.6666666667, 15.0, 12.5, 6.6666666667, 5.0, 1.6666666667, 2.5, 0.8333333333, 0.8333333333, 0.8333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,40.0
-1,9000004028,2022-07-31T06:00:00.000Z,hourly,0.7944444444,8.8111888112,171.1888111888,32.7272727273,18.8811188811,0.0,8.8111888112,75.5244755245,95.6643356643,10.0699300699,22.6573426573,10.0699300699,8.8111888112,1,"[16.1764705882, 14.7058823529, 34.5588235294, 27.2058823529, 4.4117647059, 0.7352941176, 0.0, 2.2058823529]","[9.5588235294, 6.6176470588, 7.3529411765, 7.3529411765, 19.8529411765, 14.7058823529, 22.7941176471, 4.4117647059, 3.6764705882, 0.7352941176, 0.7352941176, 0.0, 0.0, 0.0, 0.0, 0.7352941176, 0.0, 0.0, 0.7352941176, 0.0, 0.0, 0.7352941176, 0.0, 0.0, 0.0]",Europe/Brussels,32.0
-1,9000004028,2022-07-31T07:00:00.000Z,hourly,0.7791666667,11.550802139,310.5882352941,53.9037433155,8.9839572193,0.0,11.550802139,110.3743315508,200.2139037433,16.6844919786,37.2192513369,6.4171122995,2.5668449198,1,"[19.4214876033, 11.5702479339, 44.2148760331, 19.8347107438, 2.479338843, 0.4132231405, 0.4132231405, 1.652892562]","[13.6363636364, 5.7851239669, 3.7190082645, 7.8512396694, 19.4214876033, 24.7933884298, 14.0495867769, 5.7851239669, 2.479338843, 0.0, 0.4132231405, 0.0, 0.0, 0.4132231405, 0.0, 0.0, 0.0, 0.0, 0.4132231405, 0.0, 0.0, 0.826446281, 0.0, 0.0, 0.4132231405]",Europe/Brussels,31.0
-1,9000004028,2022-07-31T08:00:00.000Z,hourly,0.4797222222,10.4226983208,541.9803126809,112.5651418645,8.3381586566,0.0,10.4226983208,166.7631731326,375.2171395483,58.3671105964,54.1980312681,0.0,8.3381586566,1,"[16.9230769231, 18.4615384615, 46.1538461538, 10.7692307692, 3.0769230769, 1.1538461538, 0.7692307692, 2.6923076923]","[12.3076923077, 4.6153846154, 3.4615384615, 15.0, 23.4615384615, 22.6923076923, 8.0769230769, 2.6923076923, 0.7692307692, 2.3076923077, 0.3846153846, 0.7692307692, 0.3846153846, 0.3846153846, 0.7692307692, 0.0, 0.3846153846, 0.3846153846, 0.0, 0.3846153846, 0.0, 0.0, 0.0, 0.0, 0.7692307692]",Europe/Brussels,29.5
-1,9000004028,2022-07-31T09:00:00.000Z,hourly,0.6794444444,26.4922322159,553.3932951758,103.0253475061,13.2461161079,0.0,26.4922322159,211.9378577269,341.4554374489,32.3793949305,70.6459525756,2.9435813573,10.3025347506,1,"[21.5425531915, 16.2234042553, 42.2872340426, 13.5638297872, 2.6595744681, 1.5957446809, 0.5319148936, 1.5957446809]","[15.4255319149, 6.1170212766, 4.7872340426, 11.4361702128, 24.4680851064, 17.8191489362, 9.0425531915, 4.5212765957, 1.5957446809, 1.0638297872, 0.7978723404, 0.7978723404, 0.0, 0.5319148936, 0.0, 0.0, 0.2659574468, 0.0, 0.0, 0.2659574468, 0.2659574468, 0.0, 0.0, 0.0, 0.7978723404]",Europe/Brussels,30.0
-1,9000004028,2022-07-31T10:00:00.000Z,hourly,0.7036111111,29.8460323727,537.2285827083,130.7540465851,22.7398341887,0.0,29.8460323727,183.3399131465,353.8886695618,44.0584287406,86.6956178445,11.3699170944,11.3699170944,1,"[18.5185185185, 12.4338624339, 43.1216931217, 19.3121693122, 2.6455026455, 0.7936507937, 0.5291005291, 2.6455026455]","[12.6984126984, 5.8201058201, 5.291005291, 7.1428571429, 21.6931216931, 21.4285714286, 12.1693121693, 7.1428571429, 1.5873015873, 1.0582010582, 0.5291005291, 0.2645502646, 0.2645502646, 0.2645502646, 0.0, 0.2645502646, 0.5291005291, 0.5291005291, 0.0, 0.0, 0.5291005291, 0.2645502646, 0.0, 0.2645502646, 0.2645502646]",Europe/Brussels,32.0
-1,9000004028,2022-07-31T11:00:00.000Z,hourly,0.5738888889,10.4549854792,527.9767666989,179.477250726,47.0474346563,0.0,10.4549854792,174.2497579864,353.7270087125,40.0774443369,139.3998063892,22.6524685382,24.3949661181,1,"[22.1122112211, 12.5412541254, 40.2640264026, 16.8316831683, 3.9603960396, 0.6600660066, 0.9900990099, 2.6402640264]","[16.1716171617, 5.9405940594, 5.2805280528, 7.2607260726, 17.4917491749, 22.7722772277, 12.8712871287, 3.9603960396, 3.300330033, 0.6600660066, 0.3300330033, 0.3300330033, 0.6600660066, 0.3300330033, 0.9900990099, 0.3300330033, 0.0, 0.3300330033, 0.3300330033, 0.3300330033, 0.0, 0.0, 0.0, 0.0, 0.3300330033]",Europe/Brussels,31.5
-1,9000004028,2022-07-31T12:00:00.000Z,hourly,0.3127777778,3.1971580817,680.9946714032,115.0976909414,19.1829484902,0.0,3.1971580817,287.7442273535,393.2504440497,28.7744227353,86.323268206,6.3943161634,12.7886323268,1,"[21.5962441315, 14.0845070423, 39.4366197183, 13.6150234742, 4.2253521127, 0.9389671362, 1.4084507042, 4.6948356808]","[13.1455399061, 8.4507042254, 5.6338028169, 8.4507042254, 20.6572769953, 18.779342723, 8.9201877934, 4.6948356808, 2.3474178404, 1.8779342723, 0.4694835681, 0.4694835681, 0.4694835681, 0.9389671362, 1.4084507042, 0.4694835681, 0.4694835681, 0.0, 0.0, 0.4694835681, 0.4694835681, 0.4694835681, 0.0, 0.0, 0.9389671362]",Europe/Brussels,33.5
-1,9000004028,2022-07-31T13:00:00.000Z,hourly,0.5075,19.7044334975,604.9261083744,135.960591133,41.3793103448,0.0,19.7044334975,277.8325123153,327.0935960591,51.2315270936,84.7290640394,33.4975369458,7.881773399,1,"[28.990228013, 15.9609120521, 34.2019543974, 12.0521172638, 2.2801302932, 1.6286644951, 1.3029315961, 3.5830618893]","[17.9153094463, 11.0749185668, 7.4918566775, 8.4690553746, 19.2182410423, 14.983713355, 9.1205211726, 2.9315960912, 1.3029315961, 0.9771986971, 0.9771986971, 0.651465798, 0.9771986971, 0.325732899, 0.651465798, 0.325732899, 0.651465798, 0.651465798, 0.0, 0.325732899, 0.0, 0.651465798, 0.0, 0.0, 0.325732899]",Europe/Brussels,30.5
-1,9000004028,2022-07-31T14:00:00.000Z,hourly,0.6361111111,14.1484716157,558.0786026201,152.4890829694,44.0174672489,0.0,14.1484716157,275.1091703057,282.9694323144,77.0305676856,75.4585152838,31.4410480349,12.576419214,1,"[26.1971830986, 15.4929577465, 35.7746478873, 16.6197183099, 2.8169014085, 0.5633802817, 0.2816901408, 2.2535211268]","[18.3098591549, 7.8873239437, 8.7323943662, 6.7605633803, 16.6197183099, 19.1549295775, 10.4225352113, 6.1971830986, 1.1267605634, 1.6901408451, 0.5633802817, 0.0, 0.2816901408, 0.0, 0.2816901408, 0.2816901408, 0.2816901408, 0.2816901408, 0.0, 0.0, 0.2816901408, 0.2816901408, 0.2816901408, 0.0, 0.2816901408]",Europe/Brussels,31.0
-1,9000004028,2022-07-31T15:00:00.000Z,hourly,0.7783333333,26.9807280514,542.1841541756,213.2762312634,61.670235546,0.0,26.9807280514,233.8329764454,308.3511777302,95.0749464668,118.2012847966,39.8286937901,21.8415417559,1,"[23.6966824645, 12.5592417062, 36.4928909953, 18.9573459716, 4.028436019, 2.3696682464, 0.7109004739, 1.1848341232]","[16.8246445498, 6.8720379147, 3.7914691943, 8.7677725118, 14.691943128, 21.8009478673, 13.5071090047, 5.4502369668, 3.7914691943, 0.2369668246, 1.4218009479, 0.9478672986, 0.4739336493, 0.2369668246, 0.2369668246, 0.4739336493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2369668246, 0.0, 0.0, 0.2369668246]",Europe/Brussels,32.0
-1,9000004028,2022-07-31T16:00:00.000Z,hourly,0.6963888889,14.3597925808,479.6170721978,153.6497806143,22.9756681292,0.0,14.3597925808,226.8847227762,252.7323494216,48.8232947746,104.8264858396,14.3597925808,8.6158755485,1,"[27.8443113772, 19.1616766467, 29.6407185629, 14.9700598802, 3.8922155689, 0.5988023952, 1.1976047904, 2.6946107784]","[16.4670658683, 11.377245509, 7.4850299401, 11.6766467066, 14.6706586826, 14.9700598802, 9.5808383234, 5.3892215569, 2.0958083832, 1.7964071856, 0.0, 0.5988023952, 0.2994011976, 0.8982035928, 0.2994011976, 0.2994011976, 0.2994011976, 0.5988023952, 0.0, 0.0, 0.0, 0.0, 0.2994011976, 0.2994011976, 0.5988023952]",Europe/Brussels,32.0
-1,9000004028,2022-07-31T17:00:00.000Z,hourly,0.7758333333,20.6229860365,536.1976369495,172.7175080559,50.268528464,0.0,20.6229860365,286.1439312567,250.0537056928,79.9140708915,92.8034371643,33.5123523093,16.7561761547,1,"[22.8365384615, 17.0673076923, 36.2980769231, 17.0673076923, 1.9230769231, 2.1634615385, 0.7211538462, 1.9230769231]","[17.0673076923, 5.7692307692, 7.6923076923, 9.375, 18.2692307692, 18.0288461538, 12.9807692308, 4.0865384615, 1.4423076923, 0.4807692308, 1.4423076923, 0.7211538462, 0.0, 0.7211538462, 0.2403846154, 0.7211538462, 0.2403846154, 0.2403846154, 0.4807692308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,31.0
-1,9000004028,2022-07-31T18:00:00.000Z,hourly,0.7813888889,14.0774973338,454.3192321365,151.0131532172,40.9527195165,0.0,14.0774973338,241.8769996445,212.442232492,83.185211518,67.8279416993,31.9943121223,8.9584073942,1,"[16.6197183099, 15.7746478873, 41.6901408451, 18.3098591549, 3.661971831, 1.1267605634, 0.5633802817, 2.2535211268]","[12.9577464789, 3.661971831, 7.0422535211, 8.7323943662, 16.338028169, 25.3521126761, 10.4225352113, 7.8873239437, 2.2535211268, 1.4084507042, 0.5633802817, 0.5633802817, 0.2816901408, 0.2816901408, 0.0, 0.2816901408, 0.2816901408, 0.0, 0.2816901408, 0.0, 0.5633802817, 0.0, 0.0, 0.2816901408, 0.5633802817]",Europe/Brussels,33.0
-1,9000004028,2022-07-31T19:00:00.000Z,hourly,0.3941666667,7.6109936575,398.3086680761,109.0909090909,38.0549682875,0.0,7.6109936575,215.644820296,182.6638477801,53.2769556025,55.8139534884,17.7589852008,20.2959830867,1,"[14.6496815287, 14.0127388535, 41.4012738854, 22.2929936306, 3.1847133758, 1.2738853503, 0.6369426752, 2.5477707006]","[12.7388535032, 1.9108280255, 4.4585987261, 9.5541401274, 23.5668789809, 17.8343949045, 15.2866242038, 7.0063694268, 1.2738853503, 1.9108280255, 0.6369426752, 0.6369426752, 0.0, 0.6369426752, 0.6369426752, 0.0, 0.0, 0.6369426752, 0.0, 0.6369426752, 0.0, 0.6369426752, 0.0, 0.0, 0.0]",Europe/Brussels,32.5
-1,9000004028,2022-07-31T20:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T21:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
-1,9000004028,2022-07-31T22:00:00.000Z,hourly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Europe/Brussels,
